14  10   1   1   3  0.001   0.01
 1 1 4 1 3 1 3 4 1 3 1 3 1 1
    4.7555244      1    1    1    1
   -0.3972893      2    1    1    1
    0.0600020      2    1    2    1
    1.0971237      2    2    1    1
   -0.0045961      2    2    2    1
    0.8513183      2    2    2    2
    0.0301214      3    1    3    1
    0.0292092      3    2    3    1
    0.1317793      3    2    3    2
    1.0358136      3    3    1    1
   -0.0085392      3    3    2    1
    0.7313818      3    3    2    2
    0.7534855      3    3    3    3
    0.1371118      4    1    1    1
   -0.0095166      4    1    2    1
    0.0236708      4    1    2    2
    0.0037385      4    1    3    3
    0.0260267      4    1    4    1
   -0.0045382      4    2    1    1
    0.0087926      4    2    2    1
    0.0667553      4    2    2    2
   -0.0110037      4    2    3    3
    0.0164562      4    2    4    1
    0.0706532      4    2    4    2
   -0.0096277      4    3    3    1
   -0.0311059      4    3    3    2
    0.0417617      4    3    4    3
    0.9212000      4    4    1    1
   -0.0134311      4    4    2    1
    0.6214557      4    4    2    2
    0.6354016      4    4    3    3
   -0.0119222      4    4    4    1
   -0.0596362      4    4    4    2
    0.7220525      4    4    4    4
    0.0194108      5    1    5    1
    0.0199096      5    2    5    1
    0.0975615      5    2    5    2
    0.0278255      5    3    5    3
   -0.0099320      5    4    5    1
   -0.0556949      5    4    5    2
    0.0924317      5    4    5    4
    0.8678599      5    5    1    1
   -0.0067714      5    5    2    1
    0.6354887      5    5    2    2
    0.6098538      5    5    3    3
   -0.0007200      5    5    4    1
   -0.0369398      5    5    4    2
    0.6299706      5    5    4    4
    0.6514936      5    5    5    5
    0.2405169      6    1    1    1
   -0.0224180      6    1    2    1
    0.0299562      6    1    2    2
    0.0058177      6    1    3    3
    0.0348953      6    1    4    1
    0.0184985      6    1    4    2
   -0.0121060      6    1    4    4
    0.0004031      6    1    5    5
    0.0484991      6    1    6    1
   -0.0656991      6    2    1    1
    0.0094419      6    2    2    1
    0.0176243      6    2    2    2
   -0.0283203      6    2    3    3
    0.0107257      6    2    4    1
    0.0367785      6    2    4    2
   -0.0379915      6    2    4    4
   -0.0162614      6    2    5    5
    0.0113662      6    2    6    1
    0.0286597      6    2    6    2
   -0.0125474      6    3    3    1
   -0.0299701      6    3    3    2
    0.0261231      6    3    4    3
    0.0284405      6    3    6    3
    0.4494029      6    4    1    1
   -0.0143623      6    4    2    1
    0.1821490      6    4    2    2
    0.1822045      6    4    3    3
   -0.0074707      6    4    4    1
   -0.0103820      6    4    4    2
    0.1665609      6    4    4    4
    0.1068651      6    4    5    5
   -0.0066076      6    4    6    1
   -0.0315113      6    4    6    2
    0.1678335      6    4    6    4
   -0.0043956      6    5    5    1
    0.0178023      6    5    5    2
   -0.0386561      6    5    5    4
    0.0675373      6    5    6    5
    0.9425787      6    6    1    1
   -0.0209667      6    6    2    1
    0.5677452      6    6    2    2
    0.5939569      6    6    3    3
   -0.0134333      6    6    4    1
   -0.0631103      6    6    4    2
    0.6730372      6    6    4    4
    0.6068344      6    6    5    5
   -0.0129772      6    6    6    1
   -0.0377089      6    6    6    2
    0.1398360      6    6    6    4
    0.6698052      6    6    6    6
    0.0280652      7    1    5    1
    0.0275929      7    1    5    2
   -0.0134518      7    1    5    4
   -0.0056847      7    1    6    5
    0.0406457      7    1    7    1
    0.0197111      7    2    5    1
    0.0722993      7    2    5    2
   -0.0200662      7    2    5    4
   -0.0071856      7    2    6    5
    0.0273637      7    2    7    1
    0.0681789      7    2    7    2
    0.0184969      7    3    5    3
    0.0200424      7    3    7    3
   -0.0031311      7    4    5    1
    0.0138976      7    4    5    2
   -0.0265454      7    4    5    4
    0.0545859      7    4    6    5
   -0.0039259      7    4    7    1
   -0.0030282      7    4    7    2
    0.0467734      7    4    7    4
    0.4502092      7    5    1    1
   -0.0069168      7    5    2    1
    0.2264634      7    5    2    2
    0.1842205      7    5    3    3
    0.0061478      7    5    4    1
    0.0195995      7    5    4    2
    0.1096241      7    5    4    4
    0.1227771      7    5    5    5
    0.0088535      7    5    6    1
   -0.0136387      7    5    6    2
    0.1321479      7    5    6    4
    0.0817955      7    5    6    6
    0.1713549      7    5    7    5
   -0.0113985      7    6    5    1
   -0.0556251      7    6    5    2
    0.0936934      7    6    5    4
   -0.0568790      7    6    6    5
   -0.0156531      7    6    7    1
   -0.0197436      7    6    7    2
   -0.0415144      7    6    7    4
    0.1153150      7    6    7    6
    0.9933957      7    7    1    1
   -0.0119402      7    7    2    1
    0.6453272      7    7    2    2
    0.6127005      7    7    3    3
    0.0046096      7    7    4    1
   -0.0235348      7    7    4    2
    0.6214578      7    7    4    4
    0.6415928      7    7    5    5
    0.0076467      7    7    6    1
   -0.0141010      7    7    6    2
    0.1120485      7    7    6    4
    0.6184821      7    7    6    6
    0.1349460      7    7    7    5
    0.6668486      7    7    7    7
   -0.0324228      8    1    3    1
   -0.0298243      8    1    3    2
    0.0097394      8    1    4    3
    0.0127518      8    1    6    3
    0.0349669      8    1    8    1
   -0.0185174      8    2    3    1
   -0.0479733      8    2    3    2
    0.0112764      8    2    4    3
    0.0172976      8    2    6    3
    0.0188373      8    2    8    1
    0.0362264      8    2    8    2
   -0.4758836      8    3    1    1
    0.0094799      8    3    2    1
   -0.2040746      8    3    2    2
   -0.2051654      8    3    3    3
   -0.0039106      8    3    4    1
    0.0031708      8    3    4    2
   -0.1555803      8    3    4    4
   -0.1425805      8    3    5    5
   -0.0061364      8    3    6    1
    0.0183004      8    3    6    2
   -0.1069412      8    3    6    4
   -0.1509511      8    3    6    6
   -0.1064760      8    3    7    5
   -0.1626522      8    3    7    7
    0.1409654      8    3    8    3
    0.0054888      8    4    3    1
    0.0082597      8    4    3    2
   -0.0107115      8    4    4    3
   -0.0174133      8    4    6    3
   -0.0055655      8    4    8    1
   -0.0061107      8    4    8    2
    0.0144099      8    4    8    4
   -0.0068661      8    5    5    3
   -0.0125697      8    5    7    3
    0.0109950      8    5    8    5
    0.0116260      8    6    3    1
    0.0335885      8    6    3    2
   -0.0293278      8    6    4    3
   -0.0204884      8    6    6    3
   -0.0118826      8    6    8    1
   -0.0129552      8    6    8    2
    0.0083203      8    6    8    4
    0.0267297      8    6    8    6
   -0.0180147      8    7    5    3
   -0.0136518      8    7    7    3
    0.0061839      8    7    8    5
    0.0156921      8    7    8    7
    0.8355862      8    8    1    1
   -0.0103239      8    8    2    1
    0.5653203      8    8    2    2
    0.5828476      8    8    3    3
    0.0041855      8    8    4    1
   -0.0056201      8    8    4    2
    0.5060621      8    8    4    4
    0.4894936      8    8    5    5
    0.0066169      8    8    6    1
   -0.0173197      8    8    6    2
    0.1196283      8    8    6    4
    0.4844706      8    8    6    6
    0.1215846      8    8    7    5
    0.4967741      8    8    7    7
   -0.1268623      8    8    8    3
    0.4965432      8    8    8    8
   -0.0692583      9    1    1    1
    0.0158797      9    1    2    1
    0.0089493      9    1    2    2
   -0.0023888      9    1    3    3
    0.0107796      9    1    4    1
    0.0111484      9    1    4    2
   -0.0114747      9    1    4    4
   -0.0036433      9    1    5    5
    0.0111167      9    1    6    1
    0.0085967      9    1    6    2
   -0.0093698      9    1    6    4
   -0.0149857      9    1    6    6
   -0.0001261      9    1    7    5
   -0.0030776      9    1    7    7
    0.0022581      9    1    8    3
   -0.0024155      9    1    8    8
    0.0114664      9    1    9    1
    0.1864674      9    2    1    1
   -0.0002872      9    2    2    1
    0.0995281      9    2    2    2
    0.0796137      9    2    3    3
    0.0091982      9    2    4    1
    0.0108315      9    2    4    2
    0.0633591      9    2    4    4
    0.0643410      9    2    5    5
    0.0113032      9    2    6    1
    0.0068393      9    2    6    2
    0.0310968      9    2    6    4
    0.0579039      9    2    6    6
    0.0412008      9    2    7    5
    0.0751296      9    2    7    7
   -0.0472770      9    2    8    3
    0.0498119      9    2    8    8
    0.0040710      9    2    9    1
    0.0345170      9    2    9    2
    0.0040886      9    3    3    1
    0.0131526      9    3    3    2
   -0.0008690      9    3    4    3
   -0.0010750      9    3    6    3
   -0.0041072      9    3    8    1
   -0.0129052      9    3    8    2
   -0.0023917      9    3    8    4
   -0.0002836      9    3    8    6
    0.0082749      9    3    9    3
    0.1280393      9    4    1    1
   -0.0031171      9    4    2    1
    0.0395618      9    4    2    2
    0.0304457      9    4    3    3
    0.0022340      9    4    4    1
    0.0065990      9    4    4    2
    0.0201098      9    4    4    4
    0.0168840      9    4    5    5
    0.0031492      9    4    6    1
    0.0005590      9    4    6    2
    0.0320697      9    4    6    4
    0.0285650      9    4    6    6
    0.0276321      9    4    7    5
    0.0290261      9    4    7    7
   -0.0280711      9    4    8    3
    0.0214653      9    4    8    8
   -0.0002828      9    4    9    1
    0.0164642      9    4    9    2
    0.0180989      9    4    9    4
    0.0025727      9    5    5    1
    0.0076224      9    5    5    2
   -0.0033460      9    5    5    4
   -0.0019298      9    5    6    5
    0.0035950      9    5    7    1
    0.0096178      9    5    7    2
